Time_Index,Demand_MW_Region1Beijing,Demand_MW_Region2Tianjin,Demand_MW_Region3Hebei,Demand_MW_Region4Shanxi,Demand_MW_Region5Innermongolia,Demand_MW_Region6Liaoning,Demand_MW_Region7Jilin,Demand_MW_Region8Heilongjiang,Demand_MW_Region9Shanghai,Demand_MW_Region10Jiangsu,Demand_MW_Region11Zhejiang,Demand_MW_Region12Anhui,Demand_MW_Region13Fujian,Demand_MW_Region14Jiangxi,Demand_MW_Region15Shandong,Demand_MW_Region16Henan,Demand_MW_Region17Hubei,Demand_MW_Region18Hunan,Demand_MW_Region19Guangdong,Demand_MW_Region20Guangxi,Demand_MW_Region21Hainan,Demand_MW_Region22Chongqing,Demand_MW_Region23Sichuan,Demand_MW_Region24Guizhou,Demand_MW_Region25Yunnan,Demand_MW_Region26Tibet,Demand_MW_Region27Shaanxi,Demand_MW_Region28Gansu,Demand_MW_Region29Qinghai,Demand_MW_Region30Ningxia,Demand_MW_Region31Xinjiang
105,19496.456133966833,13960.497560547667,63713.562992210194,37919.13469113896,65189.06316695476,37298.290016796476,11813.430885811158,15643.995514776512,24129.388108453444,98142.78780148884,85245.91439700044,32744.63608183709,39413.70197127404,24094.625675563086,109701.53432466784,45858.65410102735,30379.730748097776,26911.890526070267,139365.90667308468,36037.401424734,7593.261088988761,19555.08809255309,41033.76432659888,24729.603024277818,33036.565642220674,1928.8875543105778,36351.822628526796,24337.590964603933,13343.816099547344,19858.07678186801,53516.57188832632
106,20908.06969016169,14879.806858905422,66191.18142383403,38553.831804708956,66458.11315068064,38691.57659739702,11938.899682440078,15903.913054298233,26746.569653993967,110509.94481394556,89732.3931939001,34633.16044609111,43884.722073259305,25773.29856686007,111294.95549876319,51643.4451782564,32066.55965462637,28856.833334386192,147316.06395834684,36597.18063147565,7893.194642451571,20546.132984731637,43991.71376661124,27306.28559940588,33327.23775706098,1997.0888591537553,37085.33656114754,24405.99294331013,13426.372471918747,19971.29990252454,54068.01751855218
107,21415.705007311077,16222.017208233472,73294.32737377657,39114.534105030914,62776.236420872134,36969.87968156583,12076.434249544362,16175.855778647587,28728.839031218435,116589.51469853731,90175.94582863872,36815.47937234196,49716.146335057354,27189.094688070167,115602.99841172074,54795.02129953926,33338.030108236424,31959.52629585405,153345.25808846328,37085.51929307791,7968.215371040119,20433.78623050105,47579.77670393225,28104.798354492938,33617.213122058456,2047.8759187499481,37624.66159713052,24645.379236244156,13507.328837575498,20025.924701177733,54530.51539489112
108,20962.553081721246,14965.535479509615,69323.96456436696,39623.64760583399,61925.14545250019,36409.512663844274,12012.12964701091,16006.683574589819,29251.59280172091,116010.83876328864,86844.51242311744,38051.11665222674,47937.003241134385,25415.9177449532,110250.88301563443,57695.70004112502,34188.60881866907,29598.342968146102,129575.19643886868,36390.16618009638,7811.851569287984,21103.277126257235,51235.92267300219,28755.05685818194,31572.411616677116,2036.7615188862062,37507.12443892223,24793.262964903493,13674.098652170756,19969.823742924716,54783.54667287917
109,20564.650131945567,15360.584099533795,65199.42757616813,38699.38363888371,60769.05255695152,37448.88790022232,11725.807165132768,15561.871618088333,29555.18149749051,112430.17817373843,88010.14533506053,37799.719582448786,43619.37602498533,23946.918446195832,107933.80216539219,55988.3655713673,35041.47928829171,29962.507080053805,125705.9567434369,35922.221177224455,7666.400180408249,21118.79952383797,50983.39412825546,28119.58072304087,31866.71539580157,1989.3146552896478,37002.26758854932,24307.480596864403,13608.663048900318,19978.3179053782,54125.3038975679
110,20746.157123227473,15582.797749309182,65817.8585403896,38377.34068156903,60491.05133224061,38261.04201532979,11862.149451737285,15630.792015282228,30041.701802595275,117301.42906705613,93549.56182961926,38397.26611609081,44081.65308201238,23916.56102188346,110141.0783533621,55589.89570044373,35468.76015870224,30408.623151940898,149319.53124478765,35980.118876732464,7724.105169786834,21067.64760016891,51731.5485825965,27113.972383856628,32160.272273158844,1986.7488066066792,36974.820691132234,24252.665358789494,13591.916760287671,19980.78748871298,53779.19830857733
111,20800.55326105414,15714.705613697983,68814.82073704898,38661.04204051432,63341.43077099192,38348.07875954237,11932.321977287424,15779.536495303406,30480.777012977338,119375.6393295601,95776.80636192717,38050.258490879314,45851.78083095695,23464.09918036008,112239.98340568847,54398.62191547489,34828.049247557356,30371.74528221506,159513.33672416973,36456.36901738435,7832.972821909075,20994.037374646283,51506.412859363125,26522.04403623011,33036.565642220674,2031.2032563539772,37448.24237305571,24343.876391861482,13569.397162886788,20093.748242051875,53945.59221176279
112,21052.320296803595,15723.723003103372,69254.78635777345,38674.94379064074,63691.11299672188,40677.98776033403,12134.735277778542,15975.43222619015,29823.577551049766,120729.36675529451,92588.26435224141,37537.764551425775,46263.01054139698,22381.48385612655,112288.4489308903,55988.3655713673,33763.03018105103,30244.319390565983,151329.2775197835,36735.348715722495,8045.9393683283715,20637.482482023108,50937.65292552109,27158.355098797387,33327.23775706098,2081.1476385064675,37974.906438452366,24377.214955385327,13545.408818025082,20039.91768148047,54028.606617957164
113,20927.377935585002,15495.875887085194,70332.35605774319,39054.77289277007,65658.76702798641,38241.263243175985,12322.861011150066,16343.850489538434,28592.282829425887,117840.25312498341,87525.58646857094,36717.46482512359,46630.914018179974,21157.527607280914,111985.41729334353,55988.3655713673,32701.627474504847,30363.563305482166,145318.92114396,37502.18858383527,7992.162521814621,19988.307097582623,51940.41012883452,26063.093410522233,33617.213122058456,2160.6411984393726,38802.21403868305,24569.483562320176,13588.87726315308,20200.35468095225,54125.3038975679
114,20312.84130119392,14590.714464780163,69377.83664266142,39217.65906210347,65180.15630148717,36777.85114714755,12742.434154247474,16587.903584691092,26917.03490543822,113132.43349575196,79294.75254243232,35106.167709358124,45206.57395270729,19210.168078999097,110696.07463940998,56387.52049773769,32278.09935251529,28784.307272084425,125705.9567434369,37321.91179252852,7860.095403329139,19703.57090412099,52882.32151433559,27661.244733721644,33906.501036863,2105.0886974710334,38225.45856113807,24764.710924728206,13762.725341588046,20395.566553842556,54208.05686963989
115,20079.911649028098,14189.666109760423,67200.26616614897,39179.31032120044,64481.22356373922,37311.05026689044,12331.337585242749,16073.998407650584,25735.546319821904,105486.75834212588,73769.1708336551,33789.58696537129,43679.48618029194,18714.388099149273,108740.28522340511,55589.89570044373,32913.614375089375,28441.785213301642,131520.00363301224,36758.73778860127,7968.215371040119,20575.785646600227,50015.96507726823,29109.6020915183,35628.285605087054,2004.4296097820406,37163.64791664512,24616.18088103903,13723.136457458948,20170.38741220111,54263.158919907626
116,20134.300483135434,14566.1135905077,66367.15169422493,39481.04511414571,63082.331976195885,37273.88910459513,12262.521649032997,16174.319907405677,26350.02426319838,106486.24283453084,76594.94316120846,37176.72279321651,44405.04331936093,19834.222482268015,108016.40694438081,54398.62191547489,37868.16342320668,33260.06080320404,145318.92114396,37935.00136853305,8349.513346953052,22514.5282182621,53466.529951555975,29537.88019465831,36197.10168601953,2014.379267791165,37269.5968522135,24572.305290254462,13608.02377381045,20165.172234195434,54331.961835683804
117,19807.56644818486,14660.172601301214,64926.93946436752,38776.54928388178,61835.60581407967,38314.375645331755,12292.213256119072,15932.801843465822,26740.52359543478,115523.33708488368,79717.81090868029,40180.287419327666,44737.202601360776,19420.404217415155,106099.81108311871,60558.53845794645,38909.881721393496,32470.462899072496,143328.14909610507,37332.29973268536,8171.601939876428,22818.82556223505,60125.71044545028,30335.73097474614,35628.285605087054,2088.949329101222,38056.687973469794,24947.51592755378,13882.917679849674,20219.647941719162,54194.273042583496
118,18516.910713877434,14104.194472209228,62934.14610634059,38083.5217062146,58723.076683131076,36972.36284008601,11948.635009348718,15550.911985542181,25752.586316615903,116048.76109933987,81873.79002513457,38904.25798790508,44364.15211220683,18566.308330875498,101438.9762089292,63707.46984975981,37435.23801077969,34218.72516078512,125705.9567434369,36827.24908684483,7974.204846026039,21852.891181711308,57460.78972886712,29478.81578457626,33906.501036863,2008.4723800222296,37206.724258250135,24740.490512801505,13736.478703694323,20173.427447806884,53987.11457040083
119,16534.153893680592,12920.06080592871,59266.103444372384,36999.99086603755,54589.08773347287,35839.64445952111,11482.488882476386,14808.609443026553,23958.233738922063,115337.2431378033,81828.57915848635,37150.59512608561,43751.36363947114,17486.76080280538,98581.64967857082,58201.864361305925,35468.76015870224,33394.11620825446,118050.54833112244,35742.51010774177,7724.105169786834,20867.815452904408,52361.70637775687,27927.396128377888,30387.50654000489,1892.7368126491724,35958.5472827649,24267.729685767812,13440.133788668889,20063.788120965775,53779.19830857733
120,14488.21445837245,11025.637233858199,54081.39763583073,35898.47064127735,52090.679399764216,34618.0146030612,11086.985261673402,14220.632261810562,21991.71144117176,109569.82715530477,78451.02977728864,34830.52484643433,41123.10706341135,16688.410530116376,97081.54695503507,50862.63938286086,32489.7888811144,28300.11361430753,99419.52251077148,34748.72821643086,7192.06012236122,19984.129111378046,45929.35934208659,26255.578742039856,28282.45544697209,1763.9342021757152,34530.6405856921,23761.985196060097,13334.244989045923,19746.065919781726,52942.30175641223
121,16336.634901944326,12579.887520535796,56120.49108909952,35908.10240674977,51274.273888339674,34704.02802206903,10792.758503907695,14544.063214256472,22255.34987026245,109670.6300367605,85390.75411412412,40463.71615516381,43150.01764540177,23752.829044046506,100580.40426684656,53199.572088180874,43607.875770858496,31313.504506784084,94002.41147620235,34514.22725804769,6869.449089882294,20434.298441813662,43692.44224850018,21034.04025064192,27777.588895542547,1708.6100481799735,33903.760724644446,23656.04830507879,13325.173531904002,19944.388076928215,52671.9975051534
122,15542.869872332667,12092.249805478128,54989.959952799516,35671.13672677825,51501.23878803059,34352.61869484974,10722.490622116915,14370.657980145246,20376.221922154014,108029.4361147586,81089.56563868205,38194.46619545281,38930.18901532169,22778.868513356985,99597.74741642457,53199.572088180874,41823.3083073396,30448.75165996991,86754.14923845757,33918.733585297676,6587.342095037808,19642.72227087674,42492.23764403216,20966.737829877606,27153.41790854094,1672.5124549364848,33490.07852223814,23452.953615428974,13351.703844947135,19872.722778381372,52414.69877895189
123,15072.182570186114,12107.591978840095,54125.51363883552,35475.19195301764,50969.79566984075,34238.87938880971,10624.135018215855,14337.208691205931,19090.390166324418,104049.07332150628,77558.16633895447,36230.91005325983,36989.306340859344,21988.593850852678,98872.4225673344,51374.41165861219,40046.92880920789,29969.265436338334,83181.53937248414,33514.09249125337,6373.433780281284,18816.5949211398,39975.670670191445,20522.417990842303,25256.436219377178,1634.4194547766406,33049.391385271294,23497.26231857217,13327.081275060164,19879.00878788933,52213.74512630859
124,14835.845332347057,11847.605619644723,53560.094312953006,35360.28019230711,51749.60760333694,34411.4341113643,10609.525057338544,14190.332460419038,18454.924085774208,101395.04176692724,74885.54437288546,34719.001972737366,35784.62379351282,21481.892391988207,98353.24576231389,49564.75703783169,38867.363829869835,29692.933807499205,79644.31174079659,33293.16752829538,6296.842416634528,18206.23968528436,39040.996501787864,20589.753110239024,24936.4991496876,1614.811635283282,32820.85268465223,23408.854599366197,13322.470768333984,19829.617944681548,52012.05417215827
125,14788.496574157685,11616.505776186117,54172.58456926809,35350.66093941957,55472.78892729992,35453.75942836376,10814.578131605886,14640.534787178269,18186.950826980767,99366.29447369848,73238.95046824167,33738.04243352807,35152.524655912406,20825.90298566425,98778.69421089378,49114.79992600429,37398.33815470892,29651.565798619333,77889.22419860453,33110.22617553717,6342.145544334872,17662.512617950113,39117.61650967876,20104.82755951808,26209.656458604553,1605.9554807663137,32717.243401929056,23466.0948761813,13287.36295356825,19874.538665027136,52242.497739746424
126,15636.69686546253,11975.799678177516,58261.021346759706,35258.60632494517,56998.962403079255,36473.60261994844,11180.792268128764,15395.801376028207,17903.352027729557,98727.7958649549,73967.13583438934,33814.81615821492,36560.67847078395,21682.98458843902,102236.08108255707,50467.628270585774,36519.88974115629,30043.13244361553,76143.29772428778,33318.57183521503,6408.126824125864,16778.91788965029,39649.23367828482,20414.671353678703,26525.268584311707,1675.9561657302995,33529.706492016405,23767.385922711663,13412.70060071557,20074.207870832393,52500.59809764657
127,17629.74505534652,12558.008313672772,60811.86725993795,37324.59046586932,59171.343829960715,35899.36447170365,11569.678288742787,16122.284359483609,19685.75226851818,102638.68536228762,78089.1174186963,35522.74566248671,37492.373459963346,21813.81961168231,104475.00045513795,54117.87969972307,37105.27172539359,29550.61990936823,76143.29772428778,34490.43132686725,6730.684362755189,17197.555517489727,39061.91771984033,20832.1182490497,26839.849505406342,1770.0139250611203,34599.0170371906,24167.14075491411,13719.289064782135,20189.882640548334,52984.861631091335
128,20541.337199099213,14246.053396652991,62417.97699561015,36431.24260344383,60418.22187729536,36298.030976994996,11753.734404444624,16369.020046089763,23991.07349370095,106102.01981524748,88649.22544920635,36945.893397886015,39274.34467027813,23734.016109776894,109592.30881473227,54578.45054097726,38867.363829869835,30070.561572375682,108891.5099585393,34942.50325639603,7413.796932220656,19295.25908507845,37237.269663082676,22715.05199829006,29627.568553535475,1832.939175479239,35300.94264136966,24274.567162516305,13739.033496014063,19870.19363657255,53549.255519284605
129,23484.68901564452,16948.928459563074,67088.66471907597,38183.73274148284,65108.55120613324,37740.572046169626,11996.687074009333,16409.649884472008,28916.716856637628,108546.85109147361,97723.97665254702,38991.36742486738,43485.43286779837,27439.21412683235,113861.52880416694,55965.78178327979,43012.126850898305,31688.68770026373,142118.69862190797,36527.55638097562,7903.498846561262,20625.141465866513,42345.74803008589,22419.40493139785,33532.10581347015,1949.8361899141066,36578.2843597527,24472.699841095324,13489.359486070472,20018.48937945451,53899.15008702755
130,25185.06497883035,18065.028187563417,69703.2664239879,38822.85874353296,66385.01348867148,39150.38017818953,12124.102208973856,16682.28840692341,32053.153527748203,122225.04365893248,102867.17386383528,41240.167722827835,48418.34286537132,29350.904540015334,115515.37414031761,63025.52571682038,45400.367204473936,33978.853275509835,150225.88949945386,37094.94930407131,8215.686780843664,21670.416281477846,45398.272791780866,24755.37813625523,33827.137936887775,2018.7781933426688,37316.36787989475,24541.481549845725,13572.816315546828,20132.627111082234,54454.537880745025
131,25796.54316105453,19694.556582936308,77185.47262142721,39387.47359978998,62647.413609007286,37408.26743081333,12263.770285027114,16967.54065536513,34428.70992632514,128949.1054238967,103375.65251208466,43838.81010440826,54852.19697135933,30963.228111791057,119986.78245053854,66871.70099027132,47200.53616881772,37632.26692887306,156374.17385368238,37589.92999883483,8293.772630246049,21551.921918871587,49101.057840955444,25479.295167256805,34121.46285939025,2070.1168245442027,37859.05276065333,24782.196783393996,13654.655686749396,20187.693166254918,54920.34205265166
132,25250.69359864215,18169.108164029563,73007.55562984818,39900.13967215918,61795.545813703684,36841.25559742651,12198.46815548751,16790.088761048857,35055.17930463751,128309.08436905654,99556.57305656381,45310.171308833924,52889.255057672024,28943.915486557195,114431.70935984548,70411.6817563303,48404.79961977317,34851.979122547324,132134.5997107236,36885.11919020403,8131.020274926143,22258.047320594487,52874.102759164234,26068.807610702686,32045.98984598594,2058.881717015477,37740.78337868274,24930.901480918328,13823.24448951153,20131.13902713552,55175.18219557878
133,24771.394849696226,18648.722215735062,68655.51776832202,38969.42623199044,60655.166843624924,37892.95571488135,11907.704087830303,16323.506648843457,35419.00072924169,124348.83990759739,100892.82810500727,45010.81493508311,48125.584581022296,27271.003574435188,112026.76243184142,68328.05522522824,49612.30778141453,35280.781506486404,128188.93377780014,36410.809534129105,7979.626180772218,22274.419102939664,52613.50005059631,25492.696591695214,32344.708107738086,2010.9195579296656,37232.78141073141,24442.42231720785,13757.095168423934,20139.70180502838,54512.23378748124
134,24990.031263161884,18918.503664171756,69304.30954320669,38645.13607311574,60378.95490835019,38714.74032967213,12046.161388098075,16395.800174291115,36002.04783530531,129736.48944548973,107243.08913525363,45722.35609829721,48635.61832371217,27236.432219093862,114317.74079237625,67841.76363467722,50217.25912714724,35806.08213025359,152268.92979731128,36469.49471673098,8039.688822060269,22220.46814874645,53385.57545072174,24581.03049918135,32642.668264384512,2008.3258429105,37205.163526787204,24387.302775176082,13740.166225049092,20142.191337539618,54163.65396577874
135,25055.554780447976,19078.648168125375,72468.45591391482,38930.817087637784,63236.00875746656,38802.80915304552,12117.422466979822,16551.824563143044,36528.23662551912,132030.58560415832,109796.35159028611,45309.149435073465,50588.6135396972,26721.163896566133,116496.23847286795,66387.93621647969,49310.12998853088,35762.65852552165,162664.08599668925,36952.22247112922,8153.00447825754,22142.829975624823,53153.24140179725,24044.39910632059,33532.10581347015,2053.263089110412,37681.53449394416,24479.020161576966,13717.401002375469,20256.06458245901,54331.23738237117
136,25358.823769352344,19089.595850130336,72933.02460713904,38944.81584356376,63586.97961051685,41160.34614645183,12322.975709647528,16757.307897287305,35740.6472066131,133527.82093434743,106141.07957972315,44698.88644585263,51042.32636219777,25488.270134337563,116546.54186039804,68328.05522522824,47802.258323471324,35612.614838271824,154318.37310795265,37234.99665176699,8374.672195757978,21766.764418369647,52566.29635195033,24621.267055232616,33827.137936887775,2103.7498909906963,38211.47952979567,24512.543802410553,13693.151012350021,20201.79918118547,54414.84524029211
137,25208.322956387317,18812.97501678531,74061.53326913869,39327.295376424336,65538.15046878415,38694.72702141804,12514.019748897586,17143.757427196728,34265.06064502118,130332.43394727672,100337.34084569906,43722.09721091262,51448.23702628957,24094.415834786796,116232.0189529518,68328.05522522824,46299.50676084567,35753.02426719228,148189.29859628167,38012.266527237094,8318.698189410503,21082.066191653805,53601.11498396497,23628.32287933215,34121.46285939025,2184.1067887662552,39043.94102597592,24705.879778564697,13737.093575576147,20363.532183090767,54512.23378748124
138,24468.075516122946,17714.051706604776,73057.74305175467,39491.31815826708,65039.14367504581,37213.961827664505,12940.101532509132,17399.75506161783,32257.439495869454,125125.5409324448,90901.70011008547,41803.41111788592,49876.75195383509,21876.742242428605,114893.78310572282,68815.1828556588,45699.86861859259,33893.45400799336,128188.93377780014,37829.53773996891,8181.235206591129,20781.74924893265,54573.14235829106,25077.177582793476,34415.09002011991,2127.9509612343495,38463.59252242854,24902.1909355699,13912.837846066459,20560.320968184304,54595.578342344765
139,24187.497322524665,17227.153596521344,70770.30884444606,39452.7018215405,64346.765543157075,37753.483606935064,12522.627816090982,16860.69814223383,30841.540727692784,116669.35193490902,84567.2989634742,40235.66477295799,48191.90456601544,21312.142766592253,112863.82815298482,67841.76363467722,46599.64133196072,33490.13509062837,134117.8212467521,37258.70384608461,8293.772630246049,21701.691535416092,51615.13912752748,26390.231822197762,36162.70092359421,2026.1986680116966,37395.16709332787,24752.8363350313,13872.81715890426,20333.322840171226,54651.074305047354
140,24253.01204202844,17684.184686731147,69886.8148642167,39756.54210657005,62926.2253712105,37715.88178866686,12452.744370680985,16965.929614929624,31577.93257581601,117774.79123203563,87806.70006458962,44268.9683421707,48992.41719702212,22587.42198606351,112112.49966860909,66387.93621647969,53614.37407971428,39163.64324771272,148189.29859628167,38450.96612183673,8690.649292,23746.52199678599,55176.02985071517,26778.5009023007,36740.049102602716,2036.2563840356845,37501.77606125874,24708.717171175555,13756.448920646426,20328.06553420624,54720.36907773165
141,23859.44065916197,17798.378284631377,68363.91060396687,39047.13033545772,61669.09620061447,38768.706388294784,12482.896569680504,16712.5910821817,32045.907916600954,127769.90290419235,91386.68459524614,47845.52639669726,49358.89102303689,22116.16137667343,110123.22453033083,73905.48228880228,55089.256130382906,38233.89357559037,146159.2042966931,37840.066969457155,8505.468961159111,24067.470475126982,62048.12613310571,27501.81779889867,36162.70092359421,2111.636311653305,38293.7705410006,25086.010770906407,14034.34114363794,20382.98129389843,54581.695977741234
142,22304.765884516073,17123.385613761842,66266.47376755535,38349.266841903256,58534.09095113524,37410.78003455443,12133.988555422658,16312.010625799026,30861.961500914003,128351.0268312242,93858.2499990559,46326.06738419837,48947.30162160928,21143.50796295483,105285.64602656638,77748.42994131091,53001.431097740955,40292.468270515674,128188.93377780014,37328.14698600001,8300.006817124118,23048.680217023622,59297.99918188582,26724.95419047665,34415.09002011991,2030.2853446581464,37438.51178854459,24877.836065280077,13886.304931403376,20336.3874330397,54373.05657521612
143,19916.412483466625,15685.772326033059,62401.22321118611,37258.17517128709,54397.14963992219,36264.629912645934,11660.611323278734,15533.378030339036,28711.605047740093,127564.08123950087,93806.42129021957,44237.85627036423,48271.20750559015,19914.10783938905,102319.96674922414,71029.40337169482,50217.25912714724,39321.49317137605,120382.3137302626,36228.65416322855,8039.688822060269,22009.701197083985,54035.88145240038,25318.465559959837,30843.311491335335,1913.2928340164951,36182.55901811137,24402.45073098587,13586.727729437687,20225.862444943006,54163.65396577874
144,17451.95170901105,13385.822094612116,56928.3049662293,36148.96858695512,51908.581201996654,35028.51400516827,11258.972441122169,14916.623846620454,26354.919987152593,121185.26464116742,89934.47552946642,41475.18355354706,45371.43232129266,19004.9381193238,100762.9785948053,62072.63236186151,45999.58216551673,33323.31711653723,101383.2830003831,35221.35556149483,7485.90601789135,21077.659586267826,47397.87123606743,23802.826553588933,28706.68516162611,1783.091365975855,34745.756859978675,23893.898626921604,13479.683981756607,19905.573698963984,53496.20070050012
145,17644.608076559296,13957.091278864933,60272.7425491051,36302.17575649142,52599.0035654084,35292.70837401364,10711.483693442704,14265.610108779023,29220.228724159962,124127.18739963035,104390.7692600223,56134.18463664776,48112.85906919097,28840.890315357035,105472.9792196241,56287.60649804726,47976.242026526714,38556.79890070624,96662.95343162896,34489.18185793512,6679.638864070602,25496.740810469393,47782.23554312392,22730.707256743437,28853.416649178405,1735.7905365177678,34212.80494869912,23848.17377320296,13533.041245418435,20180.22424426473,53223.068441497264
146,16787.29119726065,13416.06862751238,59064.386622157916,36062.60949745776,52839.14841281631,34935.338131643744,10641.744963561721,14095.524801515823,26753.022018096963,122269.65466322511,99132.53751887094,52986.11747107509,43407.69250718343,27658.29902128363,104442.52257829258,56287.60649804726,46012.90767398158,37492.01544262335,89209.54426749561,33894.12030777579,6405.326787231017,24509.057650237984,46469.68682395499,22657.976026516906,28205.071480848263,1699.1187044576325,33795.351893369254,23643.429625375706,13559.985421402847,20107.711525918643,52963.07777542855
147,16278.918878062852,13433.090410392379,58143.50841895047,35864.51432843298,52294.17767995266,34819.669479112075,10544.130026012297,14062.715915347306,25064.785336797544,117764.60861588379,94815.37820475863,50262.13081083806,41243.58181426017,26698.740695914163,103681.91544717988,54356.502392828486,44058.5815063612,36901.61669322063,85535.81913980152,33489.77284331289,6197.3289880042985,23478.263518858283,43717.5587735201,22177.816053961607,26234.619572328305,1660.419722641705,33350.64774438416,23688.098187030515,13534.978748652908,20114.071865528098,52760.02168272662
148,16023.659581359696,13144.641619365728,57541.54447663463,35748.341468988976,53123.31967467333,34995.15122716176,10529.630085367608,13918.651700843702,24230.44823006287,114760.72806892845,91548.07993724015,48164.702907275234,39900.344318973235,26083.499405260216,103137.48410624033,52441.804150086464,42760.85503071033,36561.36531571202,81898.47766664748,33269.00819552147,6122.853925656055,22716.697405138646,42695.395237393495,22250.582620387584,25902.29131993805,1640.4999828774598,33120.02583636008,23598.972453800416,13530.296319749583,20064.096991006918,52556.220574638326
149,15972.519901359627,12888.241742624565,58199.7042561369,35738.616649642776,57030.831480156165,36055.15738611022,10733.139008550655,14360.234686904767,23878.61193184474,112464.55547131778,89535.10785205514,46803.84510360983,39195.54514658245,25286.99139854058,103583.62782283383,51965.72872584137,41144.67148384285,36510.428251195386,80093.71603665153,33086.1995949568,6166.905279482505,22038.266083068404,42779.18719490268,21726.541561066282,27224.758090983916,1631.5029450706957,33015.47212004903,23656.677614472563,13494.640836230088,20109.548884857526,52789.0751150124
150,16888.63033660698,13286.869932093461,62574.557098443875,35645.55178210977,58642.85264754549,37092.30005799065,11096.595371467763,15101.041332612922,23506.26003316305,111741.8912864276,90425.31934303748,46910.35115016985,40765.65588441382,26327.667288183024,107209.19381978168,53397.08365089584,40178.22556205861,36992.570273468,78298.37475942638,33294.39406769459,6231.063425940298,20935.767466191093,43360.56592911559,22061.378258936027,27552.593894041074,1702.617197640893,33835.34108546945,23960.415632813674,13621.93370370285,20311.579116734392,53049.87579970166
151,19041.2495509847,13932.816810051285,65293.82286101304,37734.20905907729,60843.08482663754,36508.32117547163,11482.552887973554,15813.615448935416,25846.467804213797,116168.30621056858,95464.46945859169,49279.714106640124,41804.50852355371,26486.528304181164,109557.02189006982,57259.21840118382,40822.247479138685,36386.13202779238,78298.37475942638,34465.40319437631,6544.708354774658,21458.119389401254,42718.274767980205,22512.497637849687,27879.35855386661,1798.1712233862145,34914.39875723501,24363.417122415583,13933.304832915417,20428.62170451736,53539.20584991914
152,22185.95484455718,15805.66338896811,67003.06426290741,36831.05715352408,62209.30025341106,36913.75021387565,11665.222970075807,16055.627261810036,31499.152289705446,120088.17030295184,108374.27230797936,51254.007259493184,43791.430763349555,28818.047487971136,114923.25363477372,57746.52364179774,42760.85503071033,37026.34418086942,111973.45675421045,34917.14707593025,7208.945793298981,24075.51309696128,40722.8321068575,24547.31431252628,30775.046134923297,1862.0974857303509,35622.72265024843,24471.716006628554,13953.357269875378,20105.152477796895,54109.50460375573
153,25364.96261121725,18804.44011942946,71990.53018864765,38602.779988720504,67038.33636319428,38380.76093780495,11906.346085855568,16095.479222338905,37966.29059657012,122855.27422022558,119468.21648013135,54091.636316096454,48486.85162366562,33316.93094342879,119400.14308965202,59214.384227588496,47320.814678466064,39018.76772756769,146141.07160571116,36501.04999977066,7685.116719968636,25734.863745475803,46309.485176301794,24227.819491333452,34830.806366914316,1980.8540923764174,36911.70776959271,24671.457843809712,13699.788438941525,20255.201771577416,54463.05987806385
154,27201.47714638906,20042.726690321924,74780.57806548591,39248.92007694207,68366.14863557061,39814.4834796105,12032.80172182446,16362.897948772432,42084.28458196923,138336.4980587327,125755.8095446546,57211.33423639121,53987.1136505462,35638.12196540306,121134.43712081839,66683.91965635926,49948.29412329678,41838.68376459106,154477.71959112934,37068.03119170767,7988.678567715354,27039.097464350118,49647.738880111014,26752.219104840373,35137.2651029073,2050.892821955085,37656.51917017911,24740.798171557748,13784.547163682422,20370.689146276247,55024.25831284326
155,27861.91259943506,21850.65037156268,82801.90599101821,39819.73129705031,64427.076331812124,38042.81947828186,12171.418028174434,16642.688905328054,45203.27851907699,145946.91184505488,126377.42810036043,60816.35832001426,61160.948860000004,37595.819181183884,125823.3500280997,70753.3508908,51928.792838157664,46337.18809211856,160800.01829479256,37562.652701563005,8064.606821579314,26891.247022629435,53697.11992360926,27534.529393961628,35442.98924804948,2103.0481456887387,38204.15080682247,24983.468403097806,13867.663198406612,20426.406340373433,55494.935873900184
156,27272.360243314182,20158.200992414753,78311.20433541368,40338.02362151576,63547.21036119001,37466.18948975114,12106.607655973728,16468.634413121305,46025.803378478486,145222.52452834832,121708.57786753381,62857.536673473274,58972.241814029425,35143.952339184165,119998.05917816736,74498.81418212694,53253.691924972394,42913.777026411684,135874.39362423273,36858.35334198115,7906.3514879143395,27772.3096340366,57823.33745045915,28171.593629671985,33287.13303514792,2091.634310597522,38084.803359510464,25133.38082387564,14038.881923313496,20369.18346620108,55752.442234226175
157,26754.68701210734,20690.321576748465,73665.67538902366,39397.09606981134,62394.521685099404,38535.7294727942,11818.033185580314,16010.98524050711,46503.48381503229,140740.24877000612,123342.15862088055,62442.24792708513,53660.6841646541,33112.688236904185,117476.1274041738,72294.24099350875,54582.16075744474,43441.76798577877,131817.0538566513,36384.387870784674,7759.140574510706,27792.73740121683,57538.341250586695,27549.01181636373,33597.42067384347,2042.9091717393062,37572.17078213268,24640.934417336335,13971.700697606262,20377.84749627135,55082.55785222783
