Type,id,storage--commodity,storage--wacc,storage--lifetime,storage--capital_recovery_period,storage--min_storage_level,storage--can_retire,storage--max_capacity,storage--can_expand,storage--constraints--StorageCapacityConstraint,storage--constraints--StorageMaxDurationConstraint,storage--constraints--StorageMinDurationConstraint,storage--constraints--StorageSymmetricCapacityConstraint,storage--constraints--BalanceConstraint,storage--max_duration,storage--min_duration,storage--min_capacity,storage--fixed_om_cost,storage--long_duration,storage--max_storage_level,storage--charge_discharge_ratio,storage--investment_cost,storage--loss_fraction,storage--capacity_size,storage--existing_capacity,edges--discharge_edge--unidirectional,edges--discharge_edge--commodity,edges--discharge_edge--wacc,edges--discharge_edge--lifetime,edges--discharge_edge--capital_recovery_period,edges--discharge_edge--can_retire,edges--discharge_edge--max_capacity,edges--discharge_edge--can_expand,edges--discharge_edge--constraints--StorageDischargeLimitConstraint,edges--discharge_edge--constraints--CapacityConstraint,edges--discharge_edge--min_capacity,edges--discharge_edge--fixed_om_cost,edges--discharge_edge--end_vertex,edges--discharge_edge--investment_cost,edges--discharge_edge--variable_om_cost,edges--discharge_edge--has_capacity,edges--discharge_edge--efficiency,edges--discharge_edge--capacity_size,edges--discharge_edge--existing_capacity,edges--charge_edge--unidirectional,edges--charge_edge--commodity,edges--charge_edge--can_retire,edges--charge_edge--max_capacity,edges--charge_edge--can_expand,edges--charge_edge--start_vertex,edges--charge_edge--min_capacity,edges--charge_edge--fixed_om_cost,edges--charge_edge--investment_cost,edges--charge_edge--variable_om_cost,edges--charge_edge--has_capacity,edges--charge_edge--efficiency,edges--charge_edge--capacity_size,edges--charge_edge--existing_capacity
Battery,Region19Guangdong_pumpedhydro,Electricity,0.08,50,50,0,TRUE,37275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,87040,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region19Guangdong,720000,0,TRUE,0.88,1,10880,TRUE,Electricity,FALSE,0,FALSE,elec_Region19Guangdong,0,0,0,0,FALSE,0.88,1,10880
Battery,Region20Guangxi_pumpedhydro,Electricity,0.08,50,50,0,TRUE,24869,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region20Guangxi,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region20Guangxi,0,0,0,0,FALSE,0.88,1,0
Battery,Region21Hainan_pumpedhydro,Electricity,0.08,50,50,0,TRUE,2755,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,4800,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region21Hainan,720000,0,TRUE,0.88,1,600,TRUE,Electricity,FALSE,0,FALSE,elec_Region21Hainan,0,0,0,0,FALSE,0.88,1,600
Battery,Region22Chongqing_pumpedhydro,Electricity,0.08,50,50,0,TRUE,7077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,9600,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region22Chongqing,720000,0,TRUE,0.88,1,1200,TRUE,Electricity,FALSE,0,FALSE,elec_Region22Chongqing,0,0,0,0,FALSE,0.88,1,1200
Battery,Region23Sichuan_pumpedhydro,Electricity,0.08,50,50,0,TRUE,18275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region23Sichuan,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region23Sichuan,0,0,0,0,FALSE,0.88,1,0
Battery,Region24Guizhou_pumpedhydro,Electricity,0.08,50,50,0,TRUE,7805,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region24Guizhou,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region24Guizhou,0,0,0,0,FALSE,0.88,1,0
Battery,Region25Yunnan_pumpedhydro,Electricity,0.08,50,50,0,TRUE,18267,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region25Yunnan,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region25Yunnan,0,0,0,0,FALSE,0.88,1,0
Battery,Region26Tibet_pumpedhydro,Electricity,0.08,50,50,0,TRUE,18631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,904,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region26Tibet,720000,0,TRUE,0.88,1,113,TRUE,Electricity,FALSE,0,FALSE,elec_Region26Tibet,0,0,0,0,FALSE,0.88,1,113
Battery,Region27Shaanxi_pumpedhydro,Electricity,0.08,50,50,0,TRUE,6574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,11200,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region27Shaanxi,720000,0,TRUE,0.88,1,1400,TRUE,Electricity,FALSE,0,FALSE,elec_Region27Shaanxi,0,0,0,0,FALSE,0.88,1,1400
Battery,Region28Gansu_pumpedhydro,Electricity,0.08,50,50,0,TRUE,3709,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region28Gansu,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region28Gansu,0,0,0,0,FALSE,0.88,1,0
Battery,Region29Qinghai_pumpedhydro,Electricity,0.08,50,50,0,TRUE,8077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region29Qinghai,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region29Qinghai,0,0,0,0,FALSE,0.88,1,0
Battery,Region30Ningxia_pumpedhydro,Electricity,0.08,50,50,0,TRUE,509,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,0,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region30Ningxia,720000,0,TRUE,0.88,1,0,TRUE,Electricity,FALSE,0,FALSE,elec_Region30Ningxia,0,0,0,0,FALSE,0.88,1,0
Battery,Region31Xinjiang_pumpedhydro,Electricity,0.08,50,50,0,TRUE,13089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,6,0,0,FALSE,1,1,12233.48464306054,0,1,9600,TRUE,Electricity,0.08,50,50,FALSE,-1,FALSE,TRUE,TRUE,0,10800,elec_Region31Xinjiang,720000,0,TRUE,0.88,1,1200,TRUE,Electricity,FALSE,0,FALSE,elec_Region31Xinjiang,0,0,0,0,FALSE,0.88,1,1200
