Type,id,transforms--constraints--BalanceConstraint,transforms--timedata,transforms--fuel_consumption,transforms--emission_rate,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--wacc,edges--elec_edge--lifetime,edges--elec_edge--capital_recovery_period,edges--elec_edge--can_retire,edges--elec_edge--min_up_time,edges--elec_edge--max_capacity,edges--elec_edge--can_expand,edges--elec_edge--min_flow_fraction,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--MinCapacityConstraint,edges--elec_edge--constraints--MaxCapacityConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--min_capacity,edges--elec_edge--commodity,edges--elec_edge--fixed_om_cost,edges--elec_edge--uc,edges--elec_edge--ramp_up_fraction,edges--elec_edge--startup_cost,edges--elec_edge--end_vertex,edges--elec_edge--investment_cost,edges--elec_edge--variable_om_cost,edges--elec_edge--startup_fuel_consumption,edges--elec_edge--min_down_time,edges--elec_edge--capacity_size,edges--elec_edge--existing_capacity,edges--elec_edge--ramp_down_fraction,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--fuel_edge--start_vertex,edges--fuel_edge--commodity
ThermalPower,Region3Hebei_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region3Hebei,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region4Shanxi_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region4Shanxi,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region5Innermongolia_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region5Innermongolia,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region6Liaoning_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,8961.403464,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1790.064,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region6Liaoning,2291666.6666666665,1.9444444444444444,0,24,200,4475.16,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region7Jilin_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region7Jilin,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region8Heilongjiang_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region8Heilongjiang,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region9Shanghai_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region9Shanghai,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region10Jiangsu_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,10993.59688,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2196,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region10Jiangsu,2291666.6666666665,1.9444444444444444,0,24,200,5490,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region11Zhejiang_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,18194.50296,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3634.4,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region11Zhejiang,2291666.6666666665,1.9444444444444444,0,24,200,9086,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region12Anhui_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region12Anhui,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region13Fujian_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,17567.72777,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3509.2,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region13Fujian,2291666.6666666665,1.9444444444444444,0,24,200,8773,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region14Jiangxi_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region14Jiangxi,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region15Shandong_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,5018.206518,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1002.4,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region15Shandong,2291666.6666666665,1.9444444444444444,0,24,200,2506,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region16Henan_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region16Henan,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region17Hubei_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region17Hubei,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region18Hunan_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region18Hunan,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region19Guangdong_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,32311.96344,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6454.4,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region19Guangdong,2291666.6666666665,1.9444444444444444,0,24,200,16136,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region20Guangxi_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,4349.379312,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,868.8,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region20Guangxi,2291666.6666666665,1.9444444444444444,0,24,200,2172,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region21Hainan_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,2603.219662,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,520,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region21Hainan,2291666.6666666665,1.9444444444444444,0,24,200,1300,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region22Chongqing_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region22Chongqing,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region23Sichuan_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region23Sichuan,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region24Guizhou_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region24Guizhou,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region25Yunnan_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region25Yunnan,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region26Tibet_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region26Tibet,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region27Shaanxi_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region27Shaanxi,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region28Gansu_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region28Gansu,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region29Qinghai_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region29Qinghai,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region30Ningxia_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region30Ningxia,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
ThermalPower,Region31Xinjiang_nuclear,TRUE,Uranium,3.03,0,TRUE,FALSE,co2_sink,CO2,TRUE,TRUE,0.08,50,50,TRUE,24,0,TRUE,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,Electricity,40250,TRUE,0.3,305.55555555555554,elec_Region31Xinjiang,2291666.6666666665,1.9444444444444444,0,24,200,0,0.3,TRUE,FALSE,uranium_source,Uranium
